id,city,state,latitude,longitude,neighbourhood_cleansed,first_review
28004534,Denver,CO,39.76845,-105.04168,West Highland,9/3/2018
28006110,Denver,CO,39.78167,-104.88325,Stapleton,9/3/2018
28011375,Denver,CO,39.779340000000005,-104.80045,Gateway - Green Valley Ranch,
28014823,Denver,CO,39.75529,-104.98459,Five Points,10/21/2018
28016001,Denver,CO,39.75626,-104.9789,Five Points,9/23/2018
28028278,Denver,CO,39.75217,-104.97397,Five Points,9/8/2018
28028736,Denver,CO,39.68945,-105.02996,Mar Lee,5/9/2019
28028772,Denver,CO,39.72459,-105.04236000000002,Barnum West,9/15/2018
28048088,Denver,CO,39.73845,-105.0388,West Colfax,9/1/2018
28050017,Denver,CO,39.732440000000004,-105.00204,Lincoln Park,9/30/2018
28057388,Denver,CO,39.75649,-104.95875,Skyland,9/16/2018
28057498,Denver,CO,39.75582,-104.99036000000001,Five Points,
28076345,Denver,CO,39.756209999999996,-104.98109,Five Points,9/22/2018
28078819,Denver,CO,39.674859999999995,-104.98899999999999,Overland,10/15/2018
28084648,Denver,CO,39.754,-105.00563999999999,Union Station,9/9/2018
28105894,Denver,CO,39.747,-105.02723,Sloan Lake,11/11/2018
28109479,Denver,CO,39.72204,-104.99381000000001,Baker,9/10/2018
28110295,Denver,CO,39.75878,-105.00206000000001,Union Station,9/12/2018
28110876,Aurora,CO,39.75507,-104.86688000000001,Stapleton,1/30/2019
28127327,Denver,CO,39.7633,-105.00448999999999,Highland,9/12/2018
28127744,Denver,CO,39.67662,-104.92346,Goldsmith,2/28/2019
28131765,Denver,CO,39.7846,-105.03132,Regis,9/20/2018
28136395,Denver,CO,39.7254,-104.99926,Baker,9/3/2018
28136936,Denver,CO,39.737320000000004,-105.05151000000001,West Colfax,10/29/2018
28137750,Denver,CO,39.7857,-104.76224,Gateway - Green Valley Ranch,9/7/2018
28185324,Denver,CO,39.78647,-104.89447,Stapleton,11/30/2018
28200553,Denver,CO,39.77647,-105.0366,Berkeley,10/15/2018
28200608,Denver,CO,39.75121,-104.98095,Five Points,10/2/2018
28204589,Denver,CO,39.73084,-104.98813,Civic Center,9/9/2018
28221810,Denver,CO,39.75855,-104.97904,Five Points,9/23/2018
28223618,Denver,CO,39.7274,-105.03426999999999,Villa Park,9/4/2018
28254270,Denver,CO,39.73198,-104.94773,Congress Park,9/16/2018
28254832,Denver,CO,39.76716,-104.92108999999999,Northeast Park Hill,9/19/2018
28258814,Denver,CO,39.75515,-105.00273999999999,Union Station,9/16/2018
28272425,Denver,CO,39.7503,-104.98078999999998,Five Points,12/7/2018
28283929,Denver,CO,39.73802,-105.0415,West Colfax,
28304475,Denver,CO,39.75254,-105.02333,Jefferson Park,3/7/2019
28306141,Denver,CO,39.68202,-104.94896000000001,University Park,9/23/2018
28307031,Denver,CO,39.75197,-105.00528,Union Station,10/19/2018
28307350,Denver,CO,39.75736,-104.93903999999999,North Park Hill,
28313939,Denver,CO,39.64727,-104.88481999999999,Hampden South,11/20/2018
28316749,Denver,CO,39.74722,-105.0238,Jefferson Park,9/30/2018
28331238,Denver,CO,39.71703,-104.97917,Speer,10/17/2018
28338960,Denver,CO,39.76955,-105.00868,Sunnyside,
28340299,Denver,CO,39.757020000000004,-105.02125,Jefferson Park,9/28/2018
28347054,Denver,CO,39.73053,-105.00018999999999,Lincoln Park,10/7/2018
28371032,Denver,CO,39.77486,-104.75374000000001,Gateway - Green Valley Ranch,9/10/2018
28385281,Denver,CO,39.72963,-104.97327,Capitol Hill,9/28/2018
28392632,Denver,CO,39.732690000000005,-104.89968,Lowry Field,9/24/2018
28393012,Denver,CO,39.75925,-105.01741000000001,Highland,10/4/2018
28415057,Denver,CO,39.75629,-105.00141,Union Station,9/27/2018
28416784,Denver,CO,39.754690000000004,-105.00426999999999,Union Station,9/23/2018
28431563,Denver,CO,39.7578,-105.01007,Highland,2/9/2019
28437926,Denver,CO,39.747040000000005,-104.97466999999999,Five Points,9/16/2018
28438236,Denver,CO,39.665490000000005,-105.01953999999999,College View - South Platte,12/28/2018
28439866,Denver,CO,39.75055,-104.9953,Union Station,12/1/2018
28460899,Denver,CO,39.75956,-104.92635,North Park Hill,9/17/2018
28463311,Denver,CO,39.76528,-105.0277,West Highland,7/7/2019
28464192,Denver,CO,39.70628,-104.96158,Washington Park,10/15/2018
28483064,Denver,CO,39.736999999999995,-104.99341000000001,Civic Center,9/30/2018
28489801,Denver,CO,39.72872,-104.99529,Lincoln Park,9/23/2018
28491927,Denver,CO,39.757529999999996,-105.04538000000001,Sloan Lake,9/16/2018
28500849,Denver,CO,39.72017,-104.94743000000001,Cherry Creek,12/30/2018
28505354,Denver,CO,39.76197,-105.02259,Highland,9/22/2018
28514634,Denver,CO,39.7405,-104.95257,City Park,10/4/2018
28540469,Denver,CO,39.74525,-104.99676000000001,CBD,
28544261,Denver,CO,39.7625,-104.97998999999999,Five Points,9/23/2018
28545094,Denver,CO,39.753009999999996,-104.99116000000001,Five Points,10/14/2018
28545121,Denver,CO,39.75293,-104.99233000000001,Five Points,9/24/2018
28546903,Denver,CO,39.76775,-104.96518,Cole,9/26/2018
28556261,Denver,CO,39.75062,-104.99575,Union Station,9/23/2018
28561790,Denver,CO,39.76983,-105.00863999999999,Sunnyside,9/30/2018
28563177,Denver,CO,39.75983,-105.0349,West Highland,9/23/2018
28576801,Denver,CO,39.737829999999995,-104.89358999999999,East Colfax,1/1/2019
28581318,Denver,CO,39.75475,-104.98848000000001,Five Points,9/27/2018
28585411,Denver,CO,39.75717,-105.03873999999999,Sloan Lake,9/24/2018
28606223,Denver,CO,39.74365,-104.95116999999999,City Park,9/25/2018
28606601,Denver,CO,39.76057,-104.94787,Skyland,3/22/2019
28608097,Denver,CO,39.75574,-105.04843999999999,Sloan Lake,11/26/2018
28609607,Denver,CO,39.68693,-104.98488,Platt Park,10/8/2018
28617385,Denver,CO,39.75258,-104.97993999999998,Five Points,9/23/2018
28633134,Denver,CO,39.72688,-104.92305,Hale,10/1/2018
28633551,Denver,CO,39.777159999999995,-105.03772,Berkeley,1/12/2019
28634213,Denver,CO,39.67442,-104.95776000000001,University Park,12/2/2018
28636956,Englewood,CO,39.66809,-104.98251,Rosedale,10/26/2018
28640241,Denver,CO,39.7549,-104.96059,Whittier,
28643066,Denver,CO,39.76035,-105.0342,West Highland,3/30/2019
28658834,Denver,CO,39.760459999999995,-104.99642,Five Points,10/11/2018
28660989,Denver,CO,39.77879,-105.0419,Berkeley,9/23/2018
28689249,Denver,CO,39.77499,-105.00116000000001,Sunnyside,10/3/2018
28691998,Denver,CO,39.75339,-105.02423999999999,Jefferson Park,10/1/2018
28695010,Denver,CO,39.77068,-105.02458999999999,Sunnyside,10/22/2018
28696369,Denver,CO,39.75085,-104.99681000000001,Union Station,11/15/2018
28712860,Denver,CO,39.756609999999995,-104.98681,Five Points,10/29/2018
28720471,Denver,CO,39.75867,-105.04463,West Highland,10/7/2018
28742074,Denver,CO,39.76709,-104.94502,Clayton,10/28/2018
28758124,Denver,CO,39.68375,-104.96699,University,1/2/2019
28762688,Denver,CO,39.61762,-105.07733,Marston,9/29/2018
28762852,Denver,CO,39.77413,-105.04628000000001,Berkeley,4/7/2019
28776535,Denver,CO,39.75359,-105.02443000000001,Jefferson Park,10/27/2018
28810743,Denver,CO,39.75476,-105.02811000000001,Sloan Lake,11/6/2018
28811609,Denver,CO,39.71383,-104.98692,Speer,
28811933,Denver,CO,39.654540000000004,-105.06721999999999,Bear Valley,9/29/2018
28815515,Denver,CO,39.74633,-105.02458999999999,Sun Valley,3/15/2019
28838821,Denver,CO,39.76657,-104.97216999999999,Cole,12/16/2018
28844108,Denver,CO,39.6384,-104.90173,Hampden South,2/14/2019
28844859,Denver,CO,39.742509999999996,-105.03976000000002,West Colfax,10/21/2018
28855274,Denver,CO,39.74909,-105.02008000000001,Jefferson Park,10/3/2018
28861024,Denver,CO,39.6821,-104.98526000000001,Platt Park,9/29/2018
28863023,Denver,CO,39.75447,-105.00246000000001,Union Station,10/22/2018
28865707,Denver,CO,39.76384,-104.98114,Five Points,
28865793,Denver,CO,39.75328,-104.9909,Five Points,10/2/2018
28881584,Denver,CO,39.72975,-104.97615,Capitol Hill,1/9/2019
28882165,Denver,CO,39.72998,-104.97747,Capitol Hill,1/6/2019
28892235,Denver,CO,39.799279999999996,-104.76504,DIA,10/8/2018
28913988,Denver,CO,39.75587,-105.01813,Jefferson Park,11/11/2018
28914183,Denver,CO,39.75501,-105.01973000000001,Jefferson Park,11/27/2018
28931478,Denver,CO,39.69482,-104.97336999999999,Washington Park,10/13/2018
28937208,Denver,CO,39.74608,-104.96283999999999,City Park West,11/1/2018
28939545,Denver,CO,39.759170000000005,-105.01393999999999,Highland,11/28/2018
28942166,Denver,CO,39.75271,-105.02824,Sloan Lake,1/20/2019
28957045,Denver,CO,39.71635,-104.98337,Speer,11/5/2019
28959963,Wheat Ridge,CO,39.76553,-105.05283,West Highland,10/14/2018
28960222,Denver,CO,39.79207,-104.74266,Gateway - Green Valley Ranch,10/5/2018
28963740,Denver,CO,39.792390000000005,-104.84153,Montbello,1/13/2019
28964822,Denver,CO,39.71273,-104.97022,Washington Park,11/19/2018
28983104,Denver,CO,39.73854,-104.99354,Civic Center,10/14/2018
28984049,Denver,CO,39.72052,-104.98108,Speer,1/13/2019
28986572,Denver,CO,39.78768,-104.83324,Montbello,10/15/2018
29013476,Denver,CO,39.72027,-104.98473,Speer,10/19/2018
29015217,Denver,CO,39.77812,-105.052,Berkeley,12/2/2018
29023539,Denver,CO,39.76155,-105.0083,Highland,1/21/2019
29035496,Denver,CO,39.67242,-104.99656999999999,Overland,3/25/2019
29053309,Denver,CO,39.75264,-104.97761000000001,Five Points,10/13/2018
29054370,Denver,CO,39.74862,-105.02145,Jefferson Park,12/2/2018
29058932,Denver,CO,39.722429999999996,-104.99568000000001,Baker,10/21/2018
29059053,Denver,CO,39.773309999999995,-105.00531000000001,Sunnyside,10/15/2018
29059764,Denver,CO,39.75136,-104.93178,North Park Hill,12/17/2018
29063041,Denver,CO,39.75078,-104.98534,Five Points,11/14/2018
29074678,Denver,CO,39.668659999999996,-104.98062,Rosedale,1/17/2019
29120850,Denver,CO,39.66275,-104.88987,Hampden,10/27/2018
29121331,Denver,CO,39.7489,-104.99682,Union Station,10/31/2019
29127570,Denver,CO,39.78632,-105.04077,Regis,11/4/2018
29128380,Denver,CO,39.77095,-104.75643000000001,Gateway - Green Valley Ranch,
29128667,Denver,CO,39.7756,-104.76531,Gateway - Green Valley Ranch,10/16/2018
29130386,Denver,CO,39.76255,-104.95647,Clayton,11/8/2018
29131786,Denver,CO,39.75885,-104.87241999999999,Stapleton,10/20/2018
29132612,Denver,CO,39.79463,-104.79711999999999,Gateway - Green Valley Ranch,11/2/2018
29155248,Denver,CO,39.73324,-105.03658,Villa Park,10/15/2018
29163787,Denver,CO,39.7375,-104.94368999999999,Congress Park,12/11/2018
29184651,Denver,CO,39.776920000000004,-105.02545,Berkeley,10/20/2018
29186188,Denver,CO,39.7609,-104.97373,Five Points,10/14/2018
29187078,Denver,CO,39.71819,-104.99723,Baker,10/17/2018
29211970,Denver,CO,39.74819,-105.021,Jefferson Park,
29212648,Denver,CO,39.74872,-104.96485,City Park West,12/13/2018
29231716,Denver,CO,39.69526,-104.95498,Cory - Merrill,4/29/2019
29259757,Denver,CO,39.74232,-105.03873,West Colfax,10/20/2018
29261204,Denver,CO,39.7566,-104.99885,Union Station,10/21/2018
29263240,Denver,CO,39.73312,-104.98993999999999,Civic Center,10/17/2018
29266238,Denver,CO,39.73918,-105.03275,West Colfax,2/16/2019
29275060,Denver,CO,39.727940000000004,-104.92023,Montclair,11/6/2018
29275338,Denver,CO,39.7419,-104.96082,City Park West,11/4/2018
29276244,Denver,CO,39.78437,-105.03566000000001,Regis,4/21/2019
29281503,Denver,CO,39.68067,-104.97792,Platt Park,11/30/2018
29282321,Denver,CO,39.761520000000004,-105.04246,West Highland,10/19/2018
29282821,Denver,CO,39.76141,-105.01108,Highland,11/20/2018
29283226,Denver,CO,39.699259999999995,-104.98478999999999,Washington Park West,10/27/2018
29300648,Denver,CO,39.76005,-105.02848,West Highland,10/29/2018
29303862,Denver,CO,39.75073,-104.99808,Union Station,
29305639,Denver,CO,39.69529,-105.01718999999999,Ruby Hill,12/22/2018
29306094,Denver,CO,39.683679999999995,-104.93518,Virginia Village,4/20/2019
29310521,Denver,CO,39.73243,-104.97502,Capitol Hill,10/22/2018
29315547,Denver,CO,39.79564,-104.73793,Gateway - Green Valley Ranch,10/29/2018
29324718,Denver,CO,39.68528,-104.93456,Virginia Village,10/30/2018
29335867,Denver,CO,39.727990000000005,-104.92618999999999,Hale,11/5/2018
29336974,Denver,CO,39.73144,-104.98445,Capitol Hill,
29337638,Denver,CO,39.68808,-104.97743999999999,Platt Park,2/9/2019
29338974,Denver,CO,39.745870000000004,-104.99722,CBD,12/28/2018
29355346,Denver,CO,39.73865,-105.00062,Lincoln Park,10/28/2018
29358113,Denver,CO,39.73234,-104.92922,Hale,12/16/2018
29358825,Denver,CO,39.692440000000005,-104.97046999999999,Washington Park,10/30/2018
29359310,Denver,CO,39.755990000000004,-104.98128,Five Points,12/16/2018
29359881,Denver,CO,39.75854,-104.88246000000001,Stapleton,
29360234,Denver,CO,39.6879,-104.98138,Platt Park,5/16/2019
29369395,Denver,CO,39.75458,-105.02863,Sloan Lake,11/11/2018
29369461,Denver,CO,39.71278,-104.97243,Washington Park,12/22/2018
29370072,Denver,CO,39.73518,-104.99221000000001,Civic Center,10/19/2018
29370667,Denver,CO,39.75057,-105.00043000000001,Union Station,10/23/2018
29382405,Denver,CO,39.775859999999994,-105.01851,Sunnyside,11/7/2018
29386223,Denver,CO,39.680040000000005,-104.96463999999999,University,11/5/2018
29386782,Denver,CO,39.680279999999996,-104.96591000000001,University,10/30/2018
29400595,Denver,CO,39.75254,-104.96751,Whittier,11/5/2018
29414337,Denver,CO,39.747690000000006,-104.9719,City Park West,11/24/2018
29417411,Denver,CO,39.719609999999996,-105.01975,Valverde,11/26/2018
29418682,Denver,CO,39.75274,-105.02205,Jefferson Park,11/4/2018
29423431,Denver,CO,39.72071,-104.95464,Cherry Creek,10/31/2018
29430958,Denver,CO,39.78037,-105.01495,Sunnyside,11/10/2018
29438769,Denver,CO,39.769420000000004,-105.01038999999999,Sunnyside,11/25/2018
29439058,Denver,CO,39.71395,-104.9806,Speer,12/30/2018
29442234,Denver,CO,39.73302,-104.99606000000001,Lincoln Park,11/20/2018
29460765,Denver,CO,39.77231,-105.01588999999998,Sunnyside,12/20/2018
29461062,Denver,CO,39.73445,-104.98981,Civic Center,10/26/2018
29461706,Denver,CO,39.76768,-105.02645,West Highland,3/24/2019
29463252,Denver,CO,39.74042,-105.03882,West Colfax,11/5/2018
29464543,Denver,CO,39.7644,-105.03107,West Highland,11/5/2018
29465884,Denver,CO,39.73424,-104.99145,Civic Center,10/25/2018
29466288,Denver,CO,39.73287,-104.99011999999999,Civic Center,10/28/2018
29478132,Denver,CO,39.721740000000004,-104.9981,Baker,10/31/2018
29480284,Denver,CO,39.73287,-104.9889,Civic Center,1/14/2019
29488638,Denver,CO,39.68544,-104.98076999999999,Platt Park,11/4/2018
29489384,Denver,CO,39.732820000000004,-104.99163,Civic Center,11/7/2018
29493471,Denver,CO,39.77373,-104.75081,Gateway - Green Valley Ranch,
29505564,Denver,CO,39.75747,-105.01185,Highland,
29507708,Denver,CO,39.733059999999995,-104.93056000000001,Hale,12/30/2018
29515467,Denver,CO,39.72739,-104.99486999999999,Lincoln Park,12/26/2018
29516406,Denver,CO,39.78005,-105.03681999999999,Berkeley,11/1/2018
29521192,Denver,CO,39.754,-104.9802,Five Points,5/5/2019
29537506,Denver,CO,39.728229999999996,-104.92225,Montclair,
29537798,Denver,CO,39.71334,-104.98226000000001,Speer,11/14/2018
29540755,Denver,CO,39.749,-105.02491,Jefferson Park,11/11/2018
29540978,Denver,CO,39.68769,-104.94326000000001,Cory - Merrill,6/30/2019
29543500,Denver,CO,39.733000000000004,-105.0378,Villa Park,12/18/2018
29562125,Denver,CO,39.68676,-105.01303,Ruby Hill,4/14/2019
29564369,Denver,CO,39.762570000000004,-105.01821000000001,Highland,11/24/2018
29569151,Denver,CO,39.63838,-104.90428999999999,Hampden South,12/6/2018
29570575,Denver,CO,39.764070000000004,-104.98017,Five Points,11/2/2018
29588709,Denver,CO,39.734359999999995,-104.98963,Civic Center,10/29/2018
29588865,Denver,CO,39.734559999999995,-104.99098000000001,Civic Center,3/6/2019
29606917,Denver,CO,39.7313,-104.97101,Cheesman Park,11/5/2018
29609239,Denver,CO,39.73253,-104.99011000000002,Civic Center,11/4/2018
29610876,Denver,CO,39.76979,-104.96265,Cole,11/4/2018
29622401,Denver,CO,39.756609999999995,-105.03658,Sloan Lake,11/25/2018
29647064,Denver,CO,39.76678,-105.01713000000001,Highland,12/4/2018
29648536,Denver,CO,39.768229999999996,-105.01686000000001,Highland,1/3/2019
29651193,Denver,CO,39.73809,-104.97023999999999,Cheesman Park,5/26/2019
29651194,Denver,CO,39.790259999999996,-104.76691,Gateway - Green Valley Ranch,12/30/2018
29651515,Denver,CO,39.78817,-105.01495,Chaffee Park,12/30/2018
29651605,Denver,CO,39.740559999999995,-104.97138000000001,City Park West,11/7/2018
29655836,Denver,CO,39.76211,-105.01175,Highland,11/11/2018
29658814,Denver,CO,39.67957,-105.05026000000001,Harvey Park,11/11/2018
29671342,Denver,CO,39.73749,-104.9452,Congress Park,11/7/2018
29677793,Denver,CO,39.69769,-104.98296,Washington Park West,3/8/2019
29680386,Aurora,CO,39.80928,-104.76298,DIA,1/30/2019
29684773,Denver,CO,39.77528,-105.0134,Sunnyside,11/17/2018
29703717,Denver,CO,39.74195,-105.05183000000001,West Colfax,12/24/2018
29705899,Denver,CO,39.7426,-105.05205,West Colfax,3/7/2019
29706294,Denver,CO,39.74276,-105.05077,West Colfax,12/11/2018
29712912,Denver,CO,39.76153,-104.9494,Skyland,1/15/2019
29714778,Denver,CO,39.75465,-105.00578999999999,Union Station,11/11/2018
29735270,Denver,CO,39.733909999999995,-104.99096999999999,Civic Center,11/6/2018
29753792,Denver,CO,39.72906,-104.97894,Capitol Hill,12/10/2018
29755398,Denver,CO,39.70774,-104.9693,Washington Park,3/15/2019
29756292,Denver,CO,39.76249,-105.01121,Highland,
29762898,Denver,CO,39.66251,-104.90141000000001,Hampden,11/11/2018
29764889,Denver,CO,39.7283,-104.98348999999999,Capitol Hill,11/26/2018
29772590,Denver,CO,39.74139,-104.94202,City Park,11/18/2018
29773448,Denver,CO,39.72061,-104.99138,Baker,2/19/2019
29778923,Denver,CO,39.7033,-104.96659,Washington Park,12/24/2018
29782000,Denver,CO,39.76393,-104.96635,Cole,11/4/2018
29800407,Denver,CO,39.7839,-105.00862,Chaffee Park,
29802468,Denver,CO,39.796929999999996,-104.8021,Gateway - Green Valley Ranch,7/24/2019
29829520,Denver,CO,39.73268,-104.98826000000001,Civic Center,11/6/2018
29830102,Denver,CO,39.76104,-105.03963999999999,West Highland,2/8/2019
29855042,Denver,CO,39.77293,-105.0339,Berkeley,12/12/2018
29856627,Denver,CO,39.695859999999996,-104.92581000000001,Virginia Village,12/5/2018
29858733,Denver,CO,39.68719,-105.02203,Ruby Hill,11/22/2018
29860992,Denver,CO,39.80317,-104.77108,DIA,11/24/2018
29877371,Denver,CO,39.75707,-105.02765,Sloan Lake,12/2/2018
29880130,Denver,CO,39.75488,-105.00504,Union Station,
29881875,Denver,CO,39.75581,-104.95756999999999,Skyland,11/24/2018
29896787,Denver,CO,39.759190000000004,-104.96417,Whittier,11/25/2018
29905999,Denver,CO,39.757529999999996,-104.98553999999999,Five Points,2/24/2019
29906744,Denver,CO,39.73526,-104.99072,Civic Center,11/27/2018
29908440,Denver,CO,39.78423,-104.75001999999999,Gateway - Green Valley Ranch,11/11/2018
29909989,Denver,CO,39.7582,-104.97201000000001,Whittier,12/15/2018
29922325,Denver,CO,39.756879999999995,-105.00193,Union Station,11/25/2018
29924822,Denver,CO,39.735279999999996,-104.95618,Congress Park,11/18/2018
29940130,Denver,CO,39.7379,-104.99485,Civic Center,12/20/2018
29942515,Denver,CO,39.73174,-104.97782,Capitol Hill,1/3/2019
29943487,Denver,CO,39.72833,-104.97835,Capitol Hill,
29945277,Denver,CO,39.78725,-105.02508,Chaffee Park,12/15/2018
29947958,Denver,CO,39.721709999999995,-104.99493999999999,Baker,12/16/2018
29967439,Denver,CO,39.71372,-104.98155,Speer,12/3/2018
29978290,Denver,CO,39.72968,-104.94786,Congress Park,12/30/2018
29992563,Denver,CO,39.78147,-104.95703999999999,Elyria Swansea,2/18/2019
29994543,Denver,CO,39.750040000000006,-104.97549,Five Points,
29998790,Denver,CO,39.72226,-104.94673,Cherry Creek,12/28/2018
30007294,Denver,CO,39.72899,-105.03336000000002,Villa Park,12/21/2018
30011181,Denver,CO,39.75776,-104.9862,Five Points,1/31/2019
30012308,Denver,CO,39.7655,-105.00918999999999,Highland,12/29/2018
30017893,Denver,CO,39.77009,-105.00747,Sunnyside,1/20/2019
30034575,Denver,CO,39.75949,-105.01681,Highland,11/18/2018
30047498,Denver,CO,39.75775,-105.02288999999999,Jefferson Park,12/1/2018
30054276,Denver,CO,39.77071,-105.01933999999999,Sunnyside,
30061733,Denver,CO,39.76692,-105.00802,Highland,4/12/2019
30068089,Denver,CO,39.75257,-105.0211,Jefferson Park,11/16/2018
30071949,Denver,CO,39.67948,-104.92408999999999,Virginia Village,11/22/2018
30083039,Denver,CO,39.73838,-105.04404,West Colfax,1/4/2019
30085471,Denver,CO,39.726729999999996,-105.03508000000001,Villa Park,11/18/2019
30109318,Denver,CO,39.7361,-104.97805,Capitol Hill,12/18/2018
30110319,Denver,CO,39.73837,-104.95325,Congress Park,11/22/2018
30122253,Denver,CO,39.73273,-104.99175,Civic Center,11/25/2018
30127282,Denver,CO,39.665929999999996,-104.96441999999999,University,2/24/2019
30129412,Denver,CO,39.76471,-104.93931,Northeast Park Hill,
30146880,Denver,CO,39.66979,-104.96936000000001,University,2/2/2019
30148025,Denver,CO,39.72872,-104.90828,Montclair,1/20/2019
30149336,Denver,CO,39.75452,-104.95618,Skyland,12/2/2018
30173198,Denver,CO,39.74015,-105.0391,West Colfax,11/23/2018
30173941,Denver,CO,39.737120000000004,-104.91716000000001,Montclair,4/22/2019
30174083,Denver,CO,39.764959999999995,-105.04668999999998,West Highland,12/18/2018
30175030,Denver,CO,39.73237,-104.9389,Hale,12/2/2018
30175465,Denver,CO,39.758559999999996,-104.89693,Stapleton,12/18/2018
30189186,Denver,CO,39.777809999999995,-105.02958999999998,Berkeley,12/4/2018
30203727,Denver,CO,39.72505,-104.99117,Baker,12/3/2018
30204318,Denver,CO,39.75035,-104.99667,Union Station,
30245825,Denver,CO,39.68339,-104.92811,Virginia Village,3/17/2019
30253093,Denver,CO,39.77817,-105.01100000000001,Sunnyside,10/4/2019
30255388,Denver,CO,39.74105,-104.97118999999999,City Park West,12/11/2018
30268991,Denver,CO,39.73708,-105.00121999999999,Lincoln Park,12/10/2018
30283715,Denver,CO,39.77817,-105.0396,Berkeley,2/18/2019
30287649,Denver,CO,39.72865,-104.99736999999999,Lincoln Park,12/2/2018
30288324,Denver,CO,39.763220000000004,-104.92452,Northeast Park Hill,12/29/2018
30312111,Denver,CO,39.74534,-104.96153999999999,City Park West,1/31/2019
30312243,Denver,CO,39.77582,-105.01935,Sunnyside,11/27/2018
30325023,Denver,CO,39.70798,-104.9247,Washington Virginia Vale,1/1/2019
30342326,Denver,CO,39.7244,-104.99371000000001,Baker,12/18/2018
30348710,Denver,CO,39.76571,-104.98463000000001,Five Points,12/4/2018
30349203,Denver,CO,39.76419,-105.0124,Highland,1/13/2019
30353391,Denver,CO,39.681779999999996,-104.97507,Platt Park,12/26/2018
30354413,Denver,CO,39.75965,-105.01178999999999,Highland,12/5/2018
30355559,Denver,CO,39.70105,-104.90711999999999,Washington Virginia Vale,
30367993,Denver,CO,39.75157,-104.99481999999999,Union Station,12/7/2018
30375318,Denver,CO,39.71635,-104.97487,Speer,12/25/2018
30375348,Denver,CO,39.68282,-104.9189,Virginia Village,12/17/2018
30379721,Denver,CO,39.75602,-105.01358,Highland,12/5/2018
30395033,Denver,CO,39.75654,-104.94158,Skyland,12/8/2018
30398235,Denver,CO,39.74629,-104.97838,North Capitol Hill,12/5/2018
30441312,Denver,CO,39.7106,-104.98279,Washington Park West,12/31/2018
30445811,Denver,CO,39.729620000000004,-104.98567,Capitol Hill,12/29/2018
30462500,Denver,CO,39.738240000000005,-104.93235,Hale,12/16/2018
30463025,Denver,CO,39.76924,-104.9704,Cole,12/17/2018
30466371,Wheat Ridge,CO,39.760490000000004,-105.05237,West Highland,12/11/2018
30482812,Denver,CO,39.71575,-104.98172,Speer,12/16/2018
30500984,Denver,CO,39.75027,-104.99627,Union Station,1/12/2019
30508140,Denver,CO,39.741620000000005,-105.03837,West Colfax,12/21/2018
30508451,Denver,CO,39.716809999999995,-104.98643,Speer,1/3/2019
30525465,Denver,CO,39.74654,-104.99452,CBD,12/9/2018
30526158,Denver,CO,39.765409999999996,-105.04271999999999,West Highland,12/28/2018
30530431,Denver,CO,39.749190000000006,-104.96507,City Park West,1/13/2019
30531086,Denver,CO,39.69449,-104.95703,Cory - Merrill,12/9/2018
30533048,Denver,CO,39.75277,-105.02651000000002,Sloan Lake,12/13/2018
30535688,Denver,CO,39.78686,-105.0162,Chaffee Park,1/28/2019
30540098,Denver,CO,39.76593,-104.97377,Five Points,1/7/2019
30559980,Denver,CO,39.75229,-104.96847,Whittier,12/10/2018
30563692,Denver,CO,39.776070000000004,-105.02417,Sunnyside,12/12/2018
30564223,Denver,CO,39.77243,-105.03931000000001,Berkeley,12/8/2018
30566935,Denver,CO,39.77643,-105.02613000000001,Berkeley,12/11/2018
30586019,Denver,CO,39.7843,-105.03939,Regis,12/16/2018
30587256,Denver,CO,39.72293,-104.99463,Baker,12/12/2018
30675154,Denver,CO,39.76421,-105.03192,West Highland,
30713765,Denver,CO,39.78712,-104.81008,Montbello,1/1/2019
30715023,Denver,CO,39.75219,-104.97995,Five Points,12/21/2018
30715421,Denver,CO,39.73722,-105.03848,West Colfax,1/1/2019
30739889,Denver,CO,39.74781,-104.96309,City Park West,1/5/2019
30741185,Denver,CO,39.73702,-104.99333999999999,Civic Center,12/29/2018
30742596,Denver,CO,39.755,-104.95518,Skyland,12/19/2018
30759386,Denver,CO,39.760999999999996,-104.94601000000002,Skyland,4/15/2019
30766133,Denver,CO,39.74965,-105.02743999999998,Sloan Lake,12/18/2018
30768565,Denver,CO,39.78953,-104.88696000000002,Stapleton,
30769507,Denver,CO,39.71785,-104.98697,Speer,7/23/2019
30775073,Denver,CO,39.778729999999996,-105.04665,Berkeley,9/16/2019
30795636,Denver,CO,39.76979,-104.73725999999999,Gateway - Green Valley Ranch,6/16/2019
30814925,Denver,CO,39.757540000000006,-105.02528000000001,Sloan Lake,1/22/2019
30819895,Denver,CO,39.7343,-104.97161000000001,Cheesman Park,1/1/2019
30820052,Denver,CO,39.703140000000005,-105.03426999999999,Westwood,12/18/2018
30824000,Denver,CO,39.76291,-104.94995,Clayton,2/12/2019
30853939,Denver,CO,39.72412,-104.95828,Cherry Creek,12/25/2018
30854580,Denver,CO,39.77935,-105.036,Berkeley,12/26/2018
30857184,Denver,CO,39.73446,-104.97169,Cheesman Park,1/23/2019
30882851,Denver,CO,39.72842,-104.93596000000001,Hale,12/25/2018
30890385,Denver,CO,39.75938,-105.05017,West Highland,3/9/2019
30913209,Denver,CO,39.772459999999995,-104.76458000000001,Gateway - Green Valley Ranch,12/30/2018
