id,city,state,latitude,longitude,neighbourhood_cleansed,first_review
30915768,Denver,CO,39.67582,-104.93573,University Hills,2/13/2019
30929157,Denver,CO,39.71447,-105.01821000000001,Valverde,12/28/2018
30935914,Denver,CO,39.766,-104.96421000000001,Cole,
30953232,Denver,CO,39.78845,-105.00626000000001,Chaffee Park,12/23/2018
30955430,Denver,CO,39.76327,-105.01196000000002,Highland,1/22/2019
30967089,Denver,CO,39.768359999999994,-104.96685,Cole,1/5/2019
30979335,Denver,CO,39.75578,-105.00076000000001,Union Station,12/31/2018
30991941,Denver,CO,39.76212,-104.95537,Clayton,1/1/2019
31013216,Aurora,CO,39.65678,-104.85065,Kennedy,1/4/2019
31014300,Denver,CO,39.74296,-104.97357,North Capitol Hill,12/27/2018
31018014,Denver,CO,39.71632,-104.98641,Speer,8/10/2019
31026158,Denver,CO,39.76025,-104.94416000000001,Skyland,1/2/2019
31030750,Denver,CO,39.73747,-104.95212,Congress Park,2/28/2019
31031915,Denver,CO,39.76318,-104.91528999999998,Northeast Park Hill,1/6/2019
31032150,Denver,CO,39.76341,-104.91326000000001,Northeast Park Hill,12/23/2018
31039806,Denver,CO,39.75826,-104.97511000000002,Five Points,1/8/2019
31051314,Denver,CO,39.761829999999996,-105.02995,West Highland,1/14/2019
31052381,Denver,CO,39.77041,-105.03808000000001,Berkeley,1/25/2019
31052762,Denver,CO,39.75874,-105.01041000000001,Highland,12/30/2018
31057360,Denver,CO,39.752179999999996,-104.97813000000001,Five Points,1/31/2019
31084975,Denver,CO,39.75437,-105.00193,Union Station,2/10/2019
31085879,Denver,CO,39.76287,-104.94688000000001,Clayton,1/4/2019
31086360,Denver,CO,39.74886,-105.03036999999999,Sloan Lake,1/27/2019
31088278,Denver,CO,39.6776,-104.92468000000001,Goldsmith,1/26/2019
31089043,Denver,CO,39.75996,-105.00962,Highland,1/16/2019
31089108,Denver,CO,39.7614,-105.00898000000001,Highland,1/13/2019
31116813,Denver,CO,39.67784,-104.98688999999999,Rosedale,1/1/2019
31117836,Denver,CO,39.76722,-104.97601999999999,Five Points,1/1/2019
31144161,Denver,CO,39.7486,-104.9745,Five Points,2/1/2019
31146198,Denver,CO,39.73061,-104.93203000000001,Hale,5/10/2019
31153209,Denver,CO,39.67994,-104.9592,University Park,1/1/2019
31165349,Denver,CO,39.76534,-104.97526,Five Points,1/13/2019
31166864,Denver,CO,39.73325,-105.04428999999999,Villa Park,2/3/2019
31168188,Denver,CO,39.76843,-104.92549,Northeast Park Hill,1/2/2019
31168983,Denver,CO,39.76795,-104.9652,Cole,12/29/2018
31170871,Denver,CO,39.74736,-104.9965,CBD,8/4/2019
31184015,Denver,CO,39.693670000000004,-104.97743999999999,Washington Park West,2/14/2019
31194325,Denver,CO,39.76448,-104.96983999999999,Cole,1/3/2019
31209470,Denver,CO,39.697140000000005,-104.96033,Washington Park,1/5/2019
31209708,Denver,CO,39.732890000000005,-104.98454,Capitol Hill,1/1/2019
31222017,Denver,CO,39.73515,-104.98465,Capitol Hill,3/1/2019
31222821,Denver,CO,39.736129999999996,-104.90227,East Colfax,9/2/2019
31224970,Denver,CO,39.73389,-104.98608,Capitol Hill,3/16/2019
31233302,Denver,CO,39.74422,-105.02605,West Colfax,3/30/2019
31243020,Denver,CO,39.7658,-105.04406999999999,West Highland,3/5/2019
31261351,Denver,CO,39.735009999999996,-104.97705,Capitol Hill,1/29/2019
31261902,Denver,CO,39.76688,-105.04216000000001,West Highland,5/12/2019
31262420,Denver,CO,39.73894,-104.95934,Congress Park,1/30/2019
31282406,Denver,CO,39.69771,-104.90835,Washington Virginia Vale,1/6/2019
31284130,Denver,CO,39.696940000000005,-104.90843999999998,Washington Virginia Vale,2/3/2019
31289444,Denver,CO,39.73618,-104.97873,Capitol Hill,5/21/2019
31291903,Denver,CO,39.73553,-104.95645,Congress Park,4/8/2019
31293289,Denver,CO,39.73789,-104.9018,East Colfax,1/11/2019
31327581,Denver,CO,39.70344,-104.91633999999999,Washington Virginia Vale,1/15/2019
31333659,Denver,CO,39.76552,-105.02141999999999,Highland,7/9/2019
31336941,Denver,CO,39.75092,-104.97698999999999,Five Points,2/7/2019
31356691,Denver,CO,39.68356,-104.97751000000001,Platt Park,1/29/2019
31364596,Denver,CO,39.73796,-104.99341000000001,Civic Center,1/13/2019
31378789,Denver,CO,39.74157,-104.95266000000001,City Park,3/10/2019
31380167,Denver,CO,39.74626,-105.03034,West Colfax,2/2/2019
31398949,Denver,CO,39.73344,-104.97977,Capitol Hill,2/17/2019
31404621,Denver,CO,39.74073,-105.03882,West Colfax,3/3/2019
31405785,Denver,CO,39.69007,-104.9634,Washington Park,1/19/2019
31461405,Denver,CO,39.74773,-105.02913000000001,Sloan Lake,4/11/2019
31463248,Denver,CO,39.67161,-105.04901000000001,Harvey Park,6/11/2019
31463598,Denver,CO,39.73171,-105.04446999999999,Villa Park,
31473307,Denver,CO,39.77756,-105.00809,Sunnyside,1/16/2019
31488847,Denver,CO,39.764759999999995,-105.01216000000001,Highland,5/10/2019
31489307,Denver,CO,39.758520000000004,-104.96065,Whittier,
31490273,Denver,CO,39.75544,-104.97873,Five Points,2/5/2019
31491603,Denver,CO,39.77282,-104.95285,Clayton,2/3/2019
31491958,Denver,CO,39.74203,-105.05215,West Colfax,2/9/2019
31500778,Denver,CO,39.78406,-104.75571,Gateway - Green Valley Ranch,2/25/2019
31509096,Denver,CO,39.7328,-104.98303999999999,Capitol Hill,3/3/2019
31512282,Denver,CO,39.69677,-104.88107,Windsor,1/29/2019
31514726,Denver,CO,39.73529,-104.95852,Congress Park,5/3/2019
31516451,Denver,CO,39.63576,-105.08032,Marston,1/22/2019
31517336,Denver,CO,39.804520000000004,-104.8789,Stapleton,1/26/2019
31520049,Denver,CO,39.68318,-104.91752,Virginia Village,5/6/2019
31520181,Denver,CO,39.70843,-104.97443999999999,Washington Park West,2/3/2019
31520721,Denver,CO,39.756,-104.98353,Five Points,6/21/2019
31531277,Denver,CO,39.757509999999996,-105.01485,Highland,2/23/2019
31536734,Denver,CO,39.768,-105.0521,West Highland,2/11/2019
31539270,Denver,CO,39.77856,-105.02283,Sunnyside,
31540416,Denver,CO,39.75314,-104.99127,Five Points,2/8/2019
31541340,Denver,CO,39.75238,-104.99162,Five Points,1/26/2019
31562521,Denver,CO,39.75288,-105.0227,Jefferson Park,1/18/2019
31566077,Denver,CO,39.76096,-105.01521000000001,Highland,1/16/2019
31566280,Denver,CO,39.756479999999996,-105.00121999999999,Union Station,1/20/2019
31567020,Denver,CO,39.71297,-104.89233999999999,Lowry Field,1/25/2019
31568889,Denver,CO,39.73279,-104.97993000000001,Capitol Hill,3/8/2019
31569131,Denver,CO,39.74538,-104.98123999999999,North Capitol Hill,1/27/2019
31580011,Denver,CO,39.74304,-104.93177,South Park Hill,4/7/2019
31586599,Denver,CO,39.75669,-104.94502,Skyland,3/14/2019
31587928,Denver,CO,39.6723,-105.02046000000001,College View - South Platte,2/13/2019
31614356,Denver,CO,39.70252,-104.96732,Washington Park,5/13/2019
31621075,Denver,CO,39.779109999999996,-105.02638,Berkeley,1/27/2019
31623802,Denver,CO,39.76676,-105.01973000000001,Highland,5/9/2019
31625086,Denver,CO,39.78644,-105.03171999999999,Regis,4/21/2019
31642586,Denver,CO,39.76644,-105.00453999999999,Highland,2/26/2019
31652865,Denver,CO,39.71898,-104.98263,Speer,10/30/2019
31666998,Denver,CO,39.76319,-104.86721000000001,Stapleton,2/15/2019
31691892,Englewood,CO,39.65773,-104.95923,Wellshire,3/17/2019
31692907,Denver,CO,39.7516,-105.02056,Jefferson Park,4/12/2019
31705991,Denver,CO,39.74646,-104.96173,City Park West,4/7/2019
31711950,Denver,CO,39.766259999999996,-104.97261999999999,Cole,9/30/2019
31713351,Denver,CO,39.76204,-104.97573,Five Points,2/8/2019
31714236,Denver,CO,39.764109999999995,-104.97547,Five Points,3/4/2019
31714648,Denver,CO,39.77412,-105.01272,Sunnyside,6/12/2019
31740060,Denver,CO,39.75516,-104.95981,Whittier,1/24/2019
31746001,Denver,CO,39.75033,-104.96046000000001,City Park West,3/21/2019
31759112,Denver,CO,39.73079,-104.94927,Congress Park,1/27/2019
31768161,Denver,CO,39.756,-105.0016,Union Station,1/27/2019
31797581,Denver,CO,39.76293,-104.96548999999999,Cole,2/22/2019
31797687,Denver,CO,39.77202,-105.01746000000001,Sunnyside,3/10/2019
31800521,Denver,CO,39.74203,-104.9316,South Park Hill,2/4/2019
31804737,Denver,CO,39.71934,-104.93208,Hilltop,2/7/2019
31805004,Denver,CO,39.75806,-104.96368000000001,Whittier,3/18/2019
31805253,Denver,CO,39.774370000000005,-104.7523,Gateway - Green Valley Ranch,4/11/2019
31805436,Denver,CO,39.76729,-104.96451,Cole,2/2/2019
31812671,Denver,CO,39.76099,-105.00883,Highland,4/18/2019
31820764,Denver,CO,39.735640000000004,-104.97671000000001,Capitol Hill,4/11/2019
31834061,Denver,CO,39.77818,-105.01761,Sunnyside,9/15/2019
31838254,Denver,CO,39.713359999999994,-104.98941,Baker,8/10/2019
31856817,Denver,CO,39.78037,-104.74486,Gateway - Green Valley Ranch,4/26/2019
31859537,Denver,CO,39.76684,-105.04185,West Highland,4/15/2019
31867413,Denver,CO,39.74528,-104.99596000000001,CBD,
31879906,Denver,CO,39.7549,-105.03043999999998,Sloan Lake,2/22/2019
31880075,Denver,CO,39.76093,-105.01313,Highland,2/17/2019
31884684,Denver,CO,39.77538,-104.76725,Gateway - Green Valley Ranch,4/30/2019
31887785,Denver,CO,39.749190000000006,-105.03473000000001,Sloan Lake,6/15/2019
31895270,Denver,CO,39.77584,-104.76541,Gateway - Green Valley Ranch,2/15/2019
31895879,Denver,CO,39.68354,-104.98196000000002,Platt Park,7/6/2019
31899142,Denver,CO,39.764590000000005,-105.02281,Highland,3/3/2019
31905174,Denver,CO,39.73055,-104.97943000000001,Capitol Hill,2/18/2019
31908186,Denver,CO,39.76528,-104.97025,Cole,
31911308,Denver,CO,39.79463,-104.77899000000001,Gateway - Green Valley Ranch,
31929352,Denver,CO,39.75305,-104.92745,North Park Hill,7/1/2019
31932034,Denver,CO,39.68331,-104.96691000000001,University,2/19/2019
31950362,Denver,CO,39.75939,-105.01592,Highland,2/3/2019
31954571,Denver,CO,39.75351,-105.03407,Sloan Lake,3/18/2019
31957844,Denver,CO,39.77796,-105.02638999999999,Berkeley,2/18/2019
31958616,Denver,CO,39.75273,-104.96095,Whittier,4/7/2019
31959488,Denver,CO,39.78647,-104.8969,Stapleton,
31961908,Denver,CO,39.778529999999996,-105.02599,Berkeley,1/30/2019
31962384,Denver,CO,39.76944,-104.90969,Northeast Park Hill,4/14/2019
31962843,Denver,CO,39.77756,-105.02633,Berkeley,1/30/2019
31963309,Denver,CO,39.77872,-105.02583,Berkeley,2/18/2019
31982851,Denver,CO,39.68254,-104.9826,Platt Park,7/28/2019
31989105,Denver,CO,39.752109999999995,-104.97328999999999,Whittier,2/11/2019
31989746,Denver,CO,39.75242,-104.97341999999999,Five Points,2/12/2019
31989995,Denver,CO,39.7521,-104.97336000000001,Whittier,3/29/2019
32011012,Denver,CO,39.764759999999995,-105.05118999999999,West Highland,7/6/2019
32011338,Denver,CO,39.650059999999996,-104.89536000000001,Hampden South,3/12/2019
32017055,Denver,CO,39.74152,-104.94662,City Park,2/12/2019
32032700,Denver,CO,39.734559999999995,-104.94958000000001,Congress Park,2/6/2019
32045890,Denver,CO,39.75715,-104.90203999999999,Stapleton,2/6/2019
32046184,Denver,CO,39.66765,-104.87333999999998,Hampden,2/18/2019
32047791,Denver,CO,39.73345,-104.94223999999998,Congress Park,2/15/2019
32049672,Denver,CO,39.74199,-105.03381,West Colfax,2/19/2019
32062635,Denver,CO,39.74155,-104.97888999999999,North Capitol Hill,2/18/2019
32064526,Denver,CO,39.74904,-104.99786999999999,Union Station,
32065545,Denver,CO,39.76697,-104.95605,Clayton,2/24/2019
32066568,Denver,CO,39.738609999999994,-105.03362,West Colfax,2/15/2019
32068249,Denver,CO,39.76645,-104.96569,Cole,8/3/2019
32085377,Denver,CO,39.73878,-104.92896999999999,Hale,4/21/2019
32086412,Denver,CO,39.76497,-105.0123,Highland,4/6/2019
32087561,Denver,CO,39.74436,-104.96245,City Park West,3/4/2019
32088141,Denver,CO,39.740970000000004,-104.94483000000001,City Park,3/11/2019
32090587,Denver,CO,39.76174,-105.02933999999999,West Highland,3/9/2019
32092954,Denver,CO,39.76741,-105.03816,West Highland,3/3/2019
32127811,Denver,CO,39.7745,-105.05293,Berkeley,3/23/2019
32133667,Denver,CO,39.77552,-104.76557,Gateway - Green Valley Ranch,8/26/2019
32136203,Denver,CO,39.75548,-104.94478000000001,Skyland,5/10/2019
32137998,Denver,CO,39.78756,-105.05815,Regis,3/21/2019
32138363,Denver,CO,39.760020000000004,-104.97634,Five Points,3/30/2019
32139098,Denver,CO,39.76474,-105.04666999999999,West Highland,2/14/2019
32158457,Denver,CO,39.76763,-104.93202,Northeast Park Hill,2/17/2019
32160254,Denver,CO,39.7362,-105.02569,Villa Park,3/21/2019
32162932,Denver,CO,39.766009999999994,-104.95034,Clayton,2/22/2019
32170491,Denver,CO,39.75137,-104.97334,Whittier,3/9/2019
32171255,Denver,CO,39.75526,-104.98473999999999,Five Points,3/9/2019
32171907,Denver,CO,39.7176,-104.99081000000001,Baker,4/17/2019
32183093,Denver,CO,39.75166,-104.99488999999998,Union Station,2/12/2019
32184138,Denver,CO,39.69061,-104.95735,Cory - Merrill,10/13/2019
32188472,Denver,CO,39.70211,-104.88965,Windsor,2/16/2019
32192242,Denver,CO,39.742059999999995,-104.9607,City Park West,2/18/2019
32216234,Denver,CO,39.75027,-104.97215,City Park West,3/12/2019
32224141,Denver,CO,39.72153,-104.9804,Speer,3/11/2019
32253445,Denver,CO,39.75589,-105.00352,Union Station,
32256008,Denver,CO,39.78201,-104.74793000000001,Gateway - Green Valley Ranch,2/15/2019
32270408,Denver,CO,39.68513,-105.01132,Ruby Hill,2/23/2019
32283544,Denver,CO,39.77503,-104.98697,Globeville,3/7/2019
32288444,Denver,CO,39.67628,-104.90897,Goldsmith,2/24/2019
32291644,Denver,CO,39.738240000000005,-104.9072,Montclair,2/17/2019
32304239,Denver,CO,39.765609999999995,-104.91637,Northeast Park Hill,5/6/2019
32304313,Denver,CO,39.750659999999996,-104.97641000000002,Five Points,3/10/2019
32305799,Denver,CO,39.739059999999995,-105.03291000000002,West Colfax,2/13/2019
32306490,Denver,CO,39.75995,-105.03258999999998,West Highland,2/27/2019
32308061,Denver,CO,39.78216,-104.74851,Gateway - Green Valley Ranch,3/29/2019
32308946,Denver,CO,39.76198,-104.97463,Five Points,3/3/2019
32309871,Denver,CO,39.79098,-105.02365,Chaffee Park,5/13/2019
32312961,Denver,CO,39.74886,-104.97081999999999,City Park West,6/2/2019
32317445,Denver,CO,39.76831,-104.94377,Clayton,3/10/2019
32318072,Denver,CO,39.65553,-105.06308,Bear Valley,3/31/2019
32354216,Denver,CO,39.75108,-104.98646000000001,Five Points,2/28/2019
32357307,Denver,CO,39.71732,-104.94986999999999,Cherry Creek,
32357350,Denver,CO,39.71842,-104.94859,Cherry Creek,
32359113,Denver,CO,39.7734,-105.01225,Sunnyside,2/19/2019
32359428,Denver,CO,39.73601,-104.8956,East Colfax,2/28/2019
32360723,Denver,CO,39.73361,-105.03498,Villa Park,3/2/2019
32364880,Denver,CO,39.73897,-104.96158,Cheesman Park,4/7/2019
32377673,Denver,CO,39.68526,-104.95237,Cory - Merrill,4/14/2019
32378989,Denver,CO,39.73576,-104.9822,Capitol Hill,
32382157,Denver,CO,39.77987,-105.01226000000001,Sunnyside,2/22/2019
32385444,Denver,CO,39.76181,-104.97595,Five Points,3/5/2019
32401372,Denver,CO,39.75196,-104.97588999999999,Five Points,4/1/2019
32403327,Denver,CO,39.744640000000004,-104.99523,CBD,
32406783,Wheat Ridge,CO,39.75645,-105.05276,Sloan Lake,6/20/2019
32406972,Denver,CO,39.74494,-105.02756000000001,West Colfax,10/14/2019
32408183,Denver,CO,39.77102,-105.04546,Berkeley,2/21/2019
32417961,Denver,CO,39.68375,-104.98701000000001,Platt Park,3/14/2019
32428070,Denver,CO,39.76127,-105.02451,Highland,7/20/2019
32446997,Denver,CO,39.76336,-105.01167,Highland,4/7/2019
32458051,Denver,CO,39.75468,-105.00126999999999,Union Station,4/21/2019
32464048,Denver,CO,39.76082,-104.9733,Whittier,5/5/2019
32464758,Denver,CO,39.74499,-105.02717,West Colfax,4/7/2019
32465459,Denver,CO,39.7535,-104.9799,Five Points,5/27/2019
32467080,Denver,CO,39.68261,-104.98728999999999,Platt Park,4/15/2019
32469501,Denver,CO,39.74368,-104.99628,CBD,7/10/2019
32469867,Denver,CO,39.74321,-104.96341000000001,City Park West,4/7/2019
32470069,Denver,CO,39.76034,-104.97711000000001,Five Points,3/24/2019
32489204,Denver,CO,39.77111,-105.03893000000001,Berkeley,4/4/2019
32493375,Denver,CO,39.73625,-104.98216000000001,Capitol Hill,8/11/2019
32493523,Denver,CO,39.73446,-104.98106999999999,Capitol Hill,3/31/2019
32493692,Denver,CO,39.73469,-104.98111000000002,Capitol Hill,4/8/2019
32494133,Denver,CO,39.73584,-104.98223999999999,Capitol Hill,
32494228,Denver,CO,39.73612,-104.98248999999998,Capitol Hill,
32494333,Denver,CO,39.73492,-104.98029,Capitol Hill,6/12/2019
32494511,Denver,CO,39.734770000000005,-104.9817,Capitol Hill,
32498162,Denver,CO,39.75078,-104.98266000000001,Five Points,3/3/2019
32500201,Denver,CO,39.74921,-105.03315,Sloan Lake,3/16/2019
32503835,Denver,CO,39.75387,-105.00514,Union Station,8/17/2019
32506000,Denver,CO,39.73345,-105.03985,Villa Park,6/30/2019
32516875,Denver,CO,39.754090000000005,-105.02344,Jefferson Park,3/19/2019
32517847,Denver,CO,39.7247,-104.94725,Cherry Creek,
32522078,Denver,CO,39.7328,-105.0399,Villa Park,7/15/2019
32524249,Denver,CO,39.75633,-104.94073999999999,Skyland,3/17/2019
32525063,Denver,CO,39.775240000000004,-105.02348,Sunnyside,
32530358,Denver,CO,39.733709999999995,-105.03846000000001,Villa Park,
32530909,Denver,CO,39.73188,-105.03753999999999,Villa Park,9/1/2019
32533282,Denver,CO,39.7319,-105.03775,Villa Park,2/25/2019
32534303,Denver,CO,39.73193,-105.03965,Villa Park,3/11/2019
32545898,Denver,CO,39.75425,-104.93919,North Park Hill,4/28/2019
32550905,Denver,CO,39.77912,-105.04098,Berkeley,4/19/2019
32554839,Denver,CO,39.751870000000004,-104.97603000000001,Five Points,
32564069,Denver,CO,39.74622,-104.96101999999999,City Park West,3/17/2019
32590876,Denver,CO,39.75992,-104.97841000000001,Five Points,3/10/2019
32606610,Denver,CO,39.75204,-104.96981000000001,Whittier,5/5/2019
32609752,Denver,CO,39.68346,-104.93213999999999,Virginia Village,11/14/2019
32631589,Denver,CO,39.76095,-104.95075,Skyland,3/3/2019
32634197,Denver,CO,39.7406,-104.93188,South Park Hill,9/16/2019
32636273,Denver,CO,39.758,-105.00457,Union Station,10/13/2019
32640061,Denver,CO,39.71703,-104.9907,Baker,4/15/2019
32647025,Denver,CO,39.71669,-104.99099,Baker,3/11/2019
32647133,Denver,CO,39.717890000000004,-104.99123,Baker,3/15/2019
32653745,Denver,CO,39.77445,-104.76731,Gateway - Green Valley Ranch,5/16/2019
32662157,Denver,CO,39.75438,-105.00091,Union Station,3/19/2019
32664567,Denver,CO,39.770379999999996,-104.75469,Gateway - Green Valley Ranch,3/9/2019
32665370,Denver,CO,39.73277,-105.00193,Lincoln Park,3/11/2019
32666289,Denver,CO,39.74815,-105.02806000000001,Sloan Lake,
32685486,Aurora,CO,39.65863,-104.84900999999999,Kennedy,7/29/2019
32691716,Denver,CO,39.77293,-104.73897,Gateway - Green Valley Ranch,3/10/2019
32693493,Denver,CO,39.755759999999995,-104.93935,North Park Hill,4/28/2019
32701565,Denver,CO,39.71342,-105.02261999999999,Valverde,9/15/2019
32717152,Denver,CO,39.67757,-104.98561000000001,Rosedale,3/30/2019
32739257,Denver,CO,39.74122,-104.90215,East Colfax,5/27/2019
32745793,Denver,CO,39.74167,-104.97206000000001,City Park West,4/22/2019
32746162,Denver,CO,39.76327,-104.95823,Clayton,4/2/2019
32746862,Denver,CO,39.76303,-105.03941,West Highland,3/8/2019
32748761,Denver,CO,39.75268,-104.98496999999999,Five Points,3/12/2019
32758123,Denver,CO,39.733059999999995,-104.92952,Hale,3/17/2019
32768113,Denver,CO,39.73985,-104.88933,East Colfax,5/11/2019
32782203,Denver,CO,39.66104,-104.89967,Hampden,5/10/2019
32783939,Denver,CO,39.737120000000004,-104.88543999999999,East Colfax,
32794224,Denver,CO,39.73782,-104.94398999999999,Congress Park,3/5/2019
32808646,Denver,CO,39.76595,-105.00445,Highland,3/29/2019
32809138,Denver,CO,39.75928,-104.97788999999999,Five Points,3/10/2019
32812933,Denver,CO,39.728359999999995,-105.00216999999999,Lincoln Park,5/12/2019
32813933,Denver,CO,39.717620000000004,-104.99271999999999,Baker,3/10/2019
32813943,Denver,CO,39.71754,-104.98678999999998,Speer,3/17/2019
32814056,Denver,CO,39.77267,-104.9974,Globeville,3/24/2019
32834620,Denver,CO,39.73839,-105.03362,West Colfax,5/19/2019
32836280,Denver,CO,39.70146,-104.97856000000002,Washington Park West,4/12/2019
32836389,Denver,CO,39.76477,-105.00612,Highland,4/10/2019
32836889,Denver,CO,39.76563,-105.00532,Highland,4/8/2019
32848521,Denver,CO,39.74323,-104.94625,City Park,6/2/2019
32849766,Denver,CO,39.78219,-104.80048000000001,Gateway - Green Valley Ranch,
32861375,Denver,CO,39.77317,-105.00466000000002,Sunnyside,4/14/2019
32895632,Denver,CO,39.75979,-104.93081000000001,North Park Hill,3/13/2019
32902010,Denver,CO,39.79237,-104.84229,Montbello,3/16/2019
